pdb1,pdb2,start1,end1,start2,end2,tmscore,len1,len2,raw_score,helix,sheet,loop,class1,arch1,topo1,sfam1,class2,arch2,topo2,sfam2
3kts_C,3h5i_A,120,176,48,104,0.55046,56,56,1958,0.48447205,0.246376812,0.269151139,3,20,20,400,3,40,50,2300
2egz_C,2z3v_A,13,61,86,138,0.56322,48,52,1958,0.584862385,0.208715596,0.206422018,3,20,20,70,3,40,50,620
1wbh_B,2hmt_A,127,185,70,126,0.62954,58,56,1955,0.351888668,0.204771372,0.44333996,3,20,20,70,3,40,50,720
2duy_A,3wye_B,34,50,13,29,0.56567,16,16,1955,0.648275862,0.013793103,0.337931034,1,10,150,320,3,40,50,720
2duy_A,4z0t_A,34,50,16,32,0.58881,16,16,1954,0.657534247,0,0.342465753,1,10,150,320,3,40,50,720
5csr_C,4q37_A,84,140,48,103,0.65616,56,55,1954,0.55679702,0.219739292,0.223463687,3,20,20,70,3,40,50,280
4oe7_A,2qsj_B,182,221,66,105,0.59706,39,39,1953,0.671554252,0.134897361,0.193548387,3,20,20,70,3,40,50,2300
2fi0_A,1qdl_B,64,81,15,32,0.56336,17,17,1948,0.569620253,0.189873418,0.240506329,1,10,3910,10,3,40,50,880
2h5n_C,4wfv_A,102,126,124,148,0.63981,24,24,1946,0.836448598,0.009345794,0.154205607,1,10,3680,10,2,40,128,20
1wbh_B,3llv_A,40,96,70,125,0.66691,56,55,1946,0.453961456,0.207708779,0.338329764,3,20,20,70,3,40,50,720
2byk_D,4pww_A,37,64,46,73,0.61487,27,27,1946,0.789029536,0.021097046,0.189873418,1,10,20,10,3,30,70,600
5it3_A,2lfc_A,230,261,97,124,0.55082,31,27,1940,0.753333333,0,0.246666667,1,10,10,10,3,90,700,10
3a5f_A,2qsj_B,170,203,66,102,0.61245,33,36,1937,0.719723183,0.179930796,0.100346021,3,20,20,70,3,40,50,2300
2yw3_E,4euk_A,63,89,878,905,0.62244,26,27,1931,0.407894737,0.311403509,0.280701754,3,20,20,70,3,40,50,2300
4p3g_D,2avp_A,89,109,49,69,0.55121,20,20,1931,0.828220859,0,0.171779141,1,10,3450,40,1,25,40,10
4drb_D,4pww_A,50,77,46,73,0.58457,27,27,1930,0.818897638,0.078740157,0.102362205,1,10,20,10,3,30,70,600
1ci4_A,4one_C,24,39,14,30,0.62144,15,16,1928,0.62992126,0,0.37007874,1,10,150,40,3,40,50,720
2lcc_A,5eq0_A,27,60,13,47,0.74265,33,34,1928,0.015050167,0.627090301,0.357859532,2,30,30,140,2,40,50,40
2k9l_A,2job_A,119,135,73,89,0.64425,16,16,1926,0.856230032,0,0.143769968,1,10,10,1330,3,30,160,320
3b2e_H,1vcs_A,40,94,45,95,0.65459,54,50,1924,0.755813953,0,0.244186047,1,10,287,660,1,20,58,400
2pcq_A,2g2c_A,73,103,51,81,0.58908,30,30,1922,0.607843137,0.121568627,0.270588235,3,20,20,70,3,40,980,10
2lcc_A,4hae_A,27,60,9,44,0.74086,33,35,1922,0.008403361,0.630252101,0.361344538,2,30,30,140,2,40,50,40
2crg_A,4nvs_A,16,52,123,156,0.569,36,33,1921,0.796042618,0,0.203957382,1,10,10,60,3,10,180,10
2b4j_C,1ibr_D,393,425,406,437,0.69321,32,31,1920,0.875399361,0,0.124600639,1,20,930,10,1,25,10,10
2b4j_C,1ibr_D,393,425,215,246,0.64929,32,31,1920,0.869009585,0,0.130990415,1,20,930,10,1,25,10,10
2b4j_C,1ibr_D,393,425,257,288,0.56422,32,31,1920,0.869009585,0,0.130990415,1,20,930,10,1,25,10,10
3igs_B,4q37_A,101,157,48,104,0.60391,56,56,1919,0.453798768,0.215605749,0.330595483,3,20,20,70,3,40,50,280
4ndc_B,3gwr_B,29,45,48,64,0.55001,16,16,1918,0.894409938,0.105590062,0,1,10,238,10,3,10,450,50
3r2c_A,2uy1_B,81,116,264,299,0.59261,35,35,1917,0.847376789,0,0.152623211,1,10,940,10,1,25,40,10
1i4n_A,1i3c_A,93,131,79,119,0.61661,38,40,1917,0.435294118,0.223529412,0.341176471,3,20,20,70,3,40,50,2300
1q6o_B,2pln_A,46,87,53,92,0.61708,41,39,1916,0.506738544,0.30458221,0.188679245,3,20,20,70,3,40,50,2300
1p0k_A,1srr_C,235,280,62,104,0.66402,45,42,1915,0.564469914,0.194842407,0.240687679,3,20,20,70,3,40,50,2300
3sja_C,5jg7_B,42,65,138,161,0.55249,23,23,1914,0.807017544,0,0.192982456,1,10,287,660,3,40,50,1980
3mab_A,4fda_A,11,26,14,30,0.70331,15,16,1914,0.673469388,0.006802721,0.319727891,1,10,150,20,3,40,50,720
256b_A,3rkv_A,18,43,202,227,0.67862,25,25,1913,0.790697674,0,0.209302326,1,20,120,10,1,25,40,10
3r12_A,3ixl_A,162,208,54,102,0.65193,46,48,1913,0.558312655,0.136476427,0.305210918,3,20,20,70,3,40,50,12500
1om2_A,4j8d_D,22,59,115,152,0.69601,37,37,1906,0.880327869,0,0.119672131,1,20,960,10,1,25,40,10
3aeh_A,2gr8_A,1332,1379,1056,1100,0.77725,47,44,1906,0,0.795774648,0.204225352,2,40,128,130,3,30,1300,30
2duy_A,3uce_A,34,50,16,32,0.56538,16,16,1905,0.64137931,0.013793103,0.344827586,1,10,150,320,3,40,50,720
4oe7_A,3rfq_C,92,127,68,102,0.55421,35,34,1904,0.541139241,0.123417722,0.335443038,3,20,20,70,3,40,980,10
1mty_B,5hjf_A,243,303,31,87,0.69306,60,56,1904,0.843585237,0,0.156414763,1,10,620,20,1,20,1260,10
1ucr_B,1reg_X,36,58,68,87,0.62606,22,19,1903,0.621004566,0.255707763,0.123287671,1,10,10,10,3,30,70,650
2ijq_A,4bsx_A,31,69,39,74,0.61341,38,35,1901,0.839673913,0,0.160326087,1,10,3450,10,1,25,40,780
1f6k_C,3hzh_A,172,207,90,129,0.56807,35,39,1897,0.591194969,0.204402516,0.204402516,3,20,20,70,3,40,50,2300
2aby_A,1owf_B,58,86,12,40,0.57515,28,28,1892,0.792207792,0,0.207792208,3,30,70,1980,4,10,520,10
1tzy_E,4pww_A,51,78,46,73,0.60543,27,27,1887,0.785123967,0.099173554,0.115702479,1,10,20,10,3,30,70,600
1x7i_A,3ixl_A,129,173,54,102,0.55662,44,48,1886,0.537275064,0.146529563,0.316195373,3,20,20,380,3,40,50,12500
3o22_A,1wmi_A,155,172,18,36,0.55897,17,18,1886,0.847560976,0,0.152439024,2,40,128,20,3,30,2310,20
3e96_A,3can_A,108,167,8,64,0.59734,59,56,1885,0.422429907,0.222429907,0.355140187,3,20,20,70,3,80,30,10
4odd_B,1wmi_A,123,140,18,36,0.62896,17,18,1884,0.86746988,0,0.13253012,2,40,128,20,3,30,2310,20
3kff_A,1wmi_A,126,143,18,36,0.61878,17,18,1884,0.870056497,0,0.129943503,2,40,128,20,3,30,2310,20
2lcc_A,1q3l_A,28,60,27,60,0.73816,32,33,1881,0.008576329,0.627787307,0.363636364,2,30,30,140,2,40,50,40
4fqe_A,2gr8_A,83,113,1056,1086,0.55013,30,30,1881,0,0.15625,0.815972222,2,40,160,40,3,30,1300,30
5eri_A,2zzv_A,71,105,323,357,0.55028,34,34,1879,0.690322581,0.161290323,0.148387097,1,10,10,10,3,40,190,170
2ld3_A,1a92_A,33,73,15,55,0.56625,40,40,1877,0.856942496,0,0.143057504,1,10,3060,20,4,10,220,40
3mab_A,1u7z_A,11,26,214,230,0.67441,15,16,1875,0.671232877,0.006849315,0.321917808,1,10,150,20,3,40,50,10300
1ci4_A,1orr_C,24,39,10,26,0.57714,15,16,1874,0.62992126,0,0.37007874,1,10,150,40,3,40,50,720
1i4n_A,2l2q_A,118,158,46,83,0.62197,40,37,1874,0.583090379,0.259475219,0.157434402,3,20,20,70,3,40,50,2300
2lcc_A,5ejw_A,28,60,14,47,0.73637,32,33,1872,0.010291595,0.627787307,0.361921098,2,30,30,140,2,40,50,40
1om2_A,3ma5_A,22,56,61,98,0.65526,34,37,1872,0.870967742,0,0.129032258,1,20,960,10,1,25,40,10
2e2a_A,1qqe_A,21,54,239,274,0.55796,33,35,1872,0.896797153,0,0.103202847,1,20,58,80,1,25,40,10
1f6k_C,3eul_B,172,207,72,111,0.55132,35,39,1871,0.588050314,0.20754717,0.204402516,3,20,20,70,3,40,50,2300
1wa3_D,4q37_A,38,93,48,103,0.57505,55,55,1869,0.511578947,0.227368421,0.261052632,3,20,20,70,3,40,50,280
3usb_B,2hmt_A,326,366,87,126,0.55649,40,39,1868,0.539877301,0.202453988,0.257668712,3,20,20,70,3,40,50,720
1ci6_A,2l6q_A,310,329,39,59,0.5528,19,20,1864,0.205555556,0,0.794444444,1,20,5,170,3,30,1580,10
1x7i_A,4co3_A,129,157,12,40,0.56341,28,28,1864,0.479338843,0.161157025,0.359504132,3,20,20,380,3,30,70,120
1hst_A,1owf_B,60,79,16,37,0.58526,19,21,1863,0.796511628,0,0.203488372,1,10,10,10,4,10,520,10
3eb2_A,3rfq_C,83,118,68,102,0.57446,35,34,1863,0.567656766,0.151815182,0.280528053,3,20,20,70,3,40,980,10
3o6c_A,4euk_A,121,149,877,906,0.55464,28,29,1862,0.363013699,0.349315068,0.287671233,3,20,20,70,3,40,50,2300
1ypf_A,2rdm_A,100,154,38,92,0.55232,54,54,1862,0.519348269,0.221995927,0.258655804,3,20,20,70,3,40,50,2300
1bja_A,4ext_A,44,64,186,206,0.58879,20,20,1855,0.604651163,0.145348837,0.25,1,10,10,10,1,20,58,1280
1ci6_A,1ukl_C,318,341,371,394,0.6661,23,23,1854,0.212669683,0,0.78280543,1,20,5,170,4,10,280,10
2nn4_A,1wwp_A,30,54,56,80,0.66064,24,24,1853,0.876068376,0,0.123931624,1,10,287,760,1,20,120,330
2lcc_A,4x3k_A,27,60,13,47,0.76989,33,34,1849,0.011764706,0.635294118,0.352941176,2,30,30,140,2,40,50,40
1w5q_B,3ixl_A,144,172,50,79,0.58955,28,29,1849,0.712121212,0.075757576,0.212121212,3,20,20,70,3,40,50,12500
2nn4_A,3e6d_B,27,49,183,206,0.59244,22,23,1847,0.872807018,0,0.127192982,1,10,287,760,2,60,120,1460
4p3f_A,3upv_A,156,212,279,332,0.60597,56,53,1846,0.897959184,0,0.102040816,1,10,3450,40,1,25,40,10
4lrv_C,1wmi_A,5,22,18,36,0.57888,17,18,1846,0.702380952,0.113095238,0.18452381,1,10,1220,160,3,30,2310,20
1om2_A,3asd_A,22,59,82,119,0.58156,37,37,1846,0.882160393,0,0.117839607,1,20,960,10,1,25,40,10
1yad_B,5tqj_A,85,119,70,105,0.58779,34,35,1845,0.532915361,0.257053292,0.210031348,3,20,20,70,3,40,50,2300
2l5p_A,3chv_A,170,188,250,268,0.58509,18,18,1844,0.792397661,0.055555556,0.152046784,2,40,128,20,3,20,20,70
4n6f_A,3eul_B,127,163,72,110,0.5762,36,38,1844,0.555555556,0.276190476,0.168253968,3,20,20,70,3,40,50,2300
3o6c_A,1dcf_A,121,149,83,112,0.55761,28,29,1844,0.362068966,0.355172414,0.282758621,3,20,20,70,3,40,50,2300
1y9b_A,5ip4_E,14,32,286,303,0.56237,18,17,1844,0.850340136,0,0.149659864,1,20,5,780,3,10,20,230
1z7c_A,1htm_D,96,129,60,93,0.55586,33,33,1838,0.757377049,0,0.242622951,1,20,1250,10,3,90,20,10
1w8s_E,3ixl_A,212,236,54,78,0.58584,24,24,1836,0.769953052,0.14084507,0.089201878,3,20,20,70,3,40,50,12500
2ijq_A,4u7i_A,34,66,27,59,0.62645,32,32,1835,0.817307692,0,0.182692308,1,10,3450,10,1,20,58,280
5i21_B,4gnx_B,31,57,79,108,0.58442,26,29,1833,0,0.703125,0.296875,2,30,30,100,2,40,50,140
1yyv_B,3ahp_A,58,83,14,38,0.57183,25,24,1833,0.575757576,0.242424242,0.181818182,1,10,10,10,3,30,70,120
2cpg_B,4b0z_A,10,38,182,210,0.62163,28,28,1828,0.87398374,0.036585366,0.089430894,1,10,1220,10,1,25,40,990
2e2a_A,4bwr_A,22,52,342,376,0.66232,30,34,1827,0.8984375,0,0.1015625,1,20,58,80,1,25,40,10
1yad_B,3cu5_B,85,119,67,104,0.55085,34,37,1827,0.532915361,0.257053292,0.210031348,3,20,20,70,3,40,50,2300
1irq_A,2pwj_A,52,69,85,102,0.57656,17,17,1826,0.879310345,0.011494253,0.109195402,1,10,1220,10,3,40,30,10
1ci6_A,1z0k_B,304,324,483,503,0.68494,20,20,1825,0.211956522,0,0.788043478,1,20,5,170,4,10,860,20
2l1l_B,4l7m_A,561,618,29,87,0.59285,57,58,1824,0.795857988,0,0.204142012,1,20,1440,250,1,25,10,10
1om2_A,4nrh_B,22,58,55,92,0.65776,36,37,1823,0.88047138,0,0.11952862,1,20,960,10,1,25,40,10
3r2c_A,3nf1_A,81,114,255,288,0.55975,33,33,1818,0.84502447,0,0.15497553,1,10,940,10,1,25,40,10
2ijq_B,2xze_B,33,64,43,74,0.76777,31,31,1817,0.854785479,0,0.145214521,1,10,3450,10,1,20,58,280
2pcq_A,3ixl_A,75,125,53,105,0.58378,50,52,1816,0.650793651,0.19047619,0.158730159,3,20,20,70,3,40,50,12500
3o22_A,3bpq_D,155,172,16,34,0.60105,17,18,1810,0.860606061,0,0.139393939,2,40,128,20,3,30,2310,20
3kff_A,3bpq_D,126,143,16,34,0.59261,17,18,1810,0.882022472,0,0.117977528,2,40,128,20,3,30,2310,20
4odd_B,3bpq_D,123,140,16,34,0.58655,17,18,1810,0.880239521,0,0.119760479,2,40,128,20,3,30,2310,20
1om2_A,4kbq_A,22,56,28,63,0.72163,34,35,1810,0.872302158,0,0.127697842,1,20,960,10,1,25,40,10
1f6k_C,3rfq_C,83,118,68,102,0.5804,35,34,1807,0.549079755,0.079754601,0.371165644,3,20,20,70,3,40,980,10
2lso_A,3ugo_A,35,61,113,139,0.55364,26,26,1807,0.653688525,0,0.346311475,1,10,10,10,1,20,120,1810
1m7l_A,1a92_A,6,34,14,42,0.6048,28,28,1802,0.899396378,0,0.100603622,1,20,5,360,4,10,220,40
5fig_A,1fxr_A,87,102,44,60,0.57236,15,16,1802,0.899280576,0.014388489,0.086330935,1,20,1270,360,3,30,70,20
1qtw_A,3can_A,121,140,77,93,0.60208,19,16,1800,0.867507886,0,0.132492114,3,20,20,150,3,80,30,10
2k6l_A,2np2_A,17,50,13,46,0.55377,33,33,1800,0.875219684,0,0.124780316,1,10,1220,10,4,10,520,10
1w0m_A,4q37_A,88,144,48,105,0.66211,56,57,1798,0.52699784,0.22462203,0.24838013,3,20,20,70,3,40,50,280
3t97_C,1htm_D,386,422,60,96,0.73789,36,36,1798,0.848184818,0,0.151815182,1,20,5,170,3,90,20,10
2ijq_B,2e2a_A,30,64,20,54,0.73217,34,34,1798,0.86627907,0,0.13372093,1,10,3450,10,1,20,58,80
3b2e_H,1got_G,37,60,9,32,0.57416,23,23,1793,0.806167401,0,0.193832599,1,10,287,660,4,10,260,10
4jwq_C,3soy_A,192,207,27,44,0.57716,15,17,1792,0.46835443,0,0.53164557,1,10,238,10,3,10,450,50
2duy_A,3m1a_J,34,50,15,31,0.59456,16,16,1790,0.655172414,0.006896552,0.337931034,1,10,150,320,3,40,50,720
4uxd_A,2qr3_A,59,101,68,107,0.57953,42,39,1786,0.58423913,0.144021739,0.27173913,3,20,20,70,3,40,50,2300
3na8_B,3ixl_A,106,133,54,80,0.61339,27,26,1785,0.497991968,0.13253012,0.369477912,3,20,20,70,3,40,50,12500
3kts_C,2qr3_A,139,177,68,107,0.63744,38,39,1782,0.492260062,0.229102167,0.278637771,3,20,20,400,3,40,50,2300
5duk_B,1reg_X,40,60,68,87,0.57328,20,19,1782,0.689655172,0.162561576,0.147783251,1,10,10,10,3,30,70,650
1ci4_A,2x9g_D,24,39,13,29,0.57719,15,16,1782,0.637795276,0.007874016,0.354330709,1,10,150,40,3,40,50,720
2gjl_A,3eul_B,110,143,72,109,0.63767,33,37,1782,0.596721311,0.249180328,0.154098361,3,20,20,70,3,40,50,2300
3b2e_H,4b6x_A,40,85,160,205,0.79172,45,45,1779,0.823394495,0,0.176605505,1,10,287,660,1,20,58,90
4mm1_C,2qxy_A,181,220,64,104,0.67344,39,40,1779,0.571906355,0.153846154,0.274247492,3,20,20,390,3,40,50,2300
2nli_B,3crn_A,202,262,42,101,0.55649,60,59,1779,0.505050505,0.234848485,0.26010101,3,20,20,70,3,40,50,2300
1pv8_A,3qvl_A,235,277,59,98,0.63553,42,39,1778,0.599483204,0.209302326,0.19121447,3,20,20,70,3,40,50,12500
3vwb_A,2job_A,160,177,73,90,0.61151,17,17,1778,0.879194631,0,0.120805369,1,10,10,2830,3,30,160,320
3ovp_B,3kht_A,53,94,78,119,0.5742,41,41,1776,0.537128713,0.274752475,0.188118812,3,20,20,70,3,40,50,2300
3ovp_B,3t8y_B,53,94,69,109,0.62235,41,40,1776,0.540942928,0.277915633,0.181141439,3,20,20,70,3,40,50,2300
3ovp_B,3eul_B,53,93,72,110,0.58196,40,38,1776,0.557544757,0.260869565,0.181585678,3,20,20,70,3,40,50,2300
3ovp_B,2qsj_B,53,93,66,104,0.68561,40,38,1776,0.560411311,0.259640103,0.179948586,3,20,20,70,3,40,50,2300
3ovp_B,3hdv_B,53,93,131,170,0.58441,40,39,1776,0.553571429,0.260204082,0.18622449,3,20,20,70,3,40,50,2300
3ovp_B,2qvg_A,53,93,77,117,0.57313,40,40,1776,0.559796438,0.259541985,0.180661578,3,20,20,70,3,40,50,2300
3ovp_B,4zyl_B,53,93,81,121,0.58712,40,40,1776,0.555837563,0.258883249,0.185279188,3,20,20,70,3,40,50,2300
3ovp_B,3hzh_A,53,93,90,128,0.65224,40,38,1776,0.560102302,0.25831202,0.181585678,3,20,20,70,3,40,50,2300
3ovp_B,3heb_A,53,93,81,121,0.67941,40,40,1776,0.55216285,0.256997455,0.190839695,3,20,20,70,3,40,50,2300
3ovp_B,1i3c_A,53,93,79,119,0.68322,40,40,1776,0.554707379,0.256997455,0.188295165,3,20,20,70,3,40,50,2300
3ovp_B,3grc_A,53,93,609,650,0.55614,40,41,1776,0.560913706,0.253807107,0.185279188,3,20,20,70,3,40,50,2300
3ovp_B,3kcn_B,53,93,68,107,0.57174,40,39,1776,0.553571429,0.262755102,0.183673469,3,20,20,70,3,40,50,2300
3ovp_B,3cz5_C,53,93,69,107,0.67259,40,38,1776,0.560102302,0.25831202,0.181585678,3,20,20,70,3,40,50,2300
5b6q_A,4f85_A,62,77,184,202,0.57072,15,18,1775,0.865248227,0.028368794,0.106382979,1,10,760,10,3,40,50,150
3g2b_A,3ugo_A,52,67,109,125,0.65054,15,16,1775,0.817518248,0,0.182481752,1,10,10,1150,1,20,120,1810
4lrv_C,3bpq_D,5,22,16,34,0.5724,17,18,1773,0.715976331,0.112426036,0.171597633,1,10,1220,160,3,30,2310,20
2w79_A,1vp8_A,86,129,22,66,0.55763,43,44,1772,0.564903846,0.286057692,0.149038462,3,20,20,70,3,40,1380,20
2c6q_G,3ixl_A,160,185,54,79,0.56574,25,25,1772,0.492682927,0.185365854,0.32195122,3,20,20,70,3,40,50,12500
1om2_A,1xnf_A,22,58,64,101,0.70204,36,37,1768,0.88047138,0,0.11952862,1,20,960,10,1,25,40,10
1yad_B,3t8y_B,85,119,69,107,0.60472,34,38,1765,0.534375,0.25625,0.209375,3,20,20,70,3,40,50,2300
3o6c_A,4xlt_A,121,149,81,111,0.59948,28,30,1762,0.364261168,0.364261168,0.271477663,3,20,20,70,3,40,50,2300
3fb9_B,4mzg_B,22,61,214,252,0.57169,39,38,1761,0,0.522727273,0.477272727,2,30,30,100,2,80,10,70
4ixa_B,3chm_A,160,207,99,142,0.56974,47,43,1760,0.8175,0.0125,0.17,1,10,10,10,1,25,40,570
2pmu_C,3chm_A,180,227,99,142,0.59535,47,43,1760,0.861182519,0.01285347,0.12596401,1,10,10,10,1,25,40,570
5i21_B,3mxn_B,31,63,59,93,0.607,32,34,1754,0.01607717,0.720257235,0.263665595,2,30,30,100,2,40,50,140
4n6f_A,1k66_A,127,163,80,120,0.72043,36,40,1754,0.561514196,0.271293375,0.167192429,3,20,20,70,3,40,50,2300
1ci4_A,4fda_A,24,39,14,30,0.63001,15,16,1752,0.6328125,0.0078125,0.359375,1,10,150,40,3,40,50,720
3e96_A,3rfq_C,31,65,69,102,0.57845,34,33,1751,0.748427673,0.062893082,0.188679245,3,20,20,70,3,40,980,10
4n6f_A,3hdv_B,127,163,131,170,0.64722,36,39,1750,0.550632911,0.275316456,0.174050633,3,20,20,70,3,40,50,2300
2gjl_A,2qsj_B,110,143,66,103,0.58096,33,37,1746,0.600660066,0.247524752,0.151815182,3,20,20,70,3,40,50,2300
256b_A,1xnf_A,18,44,73,98,0.58793,26,25,1746,0.756756757,0,0.243243243,1,20,120,10,1,25,40,10
1om2_A,2l6j_A,23,59,7,43,0.65223,36,36,1745,0.878787879,0,0.121212121,1,20,960,10,1,25,40,10
1yad_B,3eul_B,85,119,72,109,0.66849,34,37,1743,0.536050157,0.257053292,0.206896552,3,20,20,70,3,40,50,2300
3na8_B,3kto_A,190,228,72,114,0.55896,38,42,1742,0.610169492,0.197740113,0.192090395,3,20,20,70,3,40,50,2300
3f8b_A,5eka_A,25,40,5,21,0.59627,15,16,1742,0.815068493,0,0.184931507,1,10,10,10,4,10,520,10
2e2a_A,1ouv_A,20,54,242,280,0.67031,34,38,1739,0.899653979,0,0.100346021,1,20,58,80,1,25,40,10
1ci4_A,1u7z_A,24,39,214,230,0.60266,15,16,1739,0.62992126,0.007874016,0.362204724,1,10,150,40,3,40,50,10300
3aeh_A,2gr7_A,1332,1379,1056,1100,0.78025,47,44,1739,0,0.798122066,0.201877934,2,40,128,130,3,30,1300,30
2duy_A,4n5m_A,34,50,13,29,0.55014,16,16,1738,0.655172414,0.006896552,0.337931034,1,10,150,320,3,40,50,720
1ci4_A,3u9l_A,24,39,13,29,0.60516,15,16,1738,0.62992126,0.007874016,0.362204724,1,10,150,40,3,40,50,720
1wa3_D,3hzh_A,54,89,90,128,0.57453,35,38,1736,0.574750831,0.212624585,0.212624585,3,20,20,70,3,40,50,2300
2dai_A,4ae4_A,34,66,431,463,0.59796,32,32,1736,0.898066784,0,0.101933216,1,10,8,10,1,20,120,1920
3f6v_A,1reg_X,62,83,68,87,0.59247,21,19,1735,0.697247706,0.21559633,0.087155963,1,10,10,10,3,30,70,650
1n73_D,1a92_A,126,172,14,60,0.60222,46,46,1735,0.682242991,0,0.317757009,1,20,5,50,4,10,220,40
4r4m_A,3gaa_B,23,47,214,238,0.59361,24,24,1734,0.869879518,0,0.130120482,1,20,5,490,3,40,50,10900
2hgc_A,3ahp_A,28,53,14,38,0.61554,25,24,1733,0.608294931,0.186635945,0.205069124,1,10,10,10,3,30,70,120
3ge3_A,5hjf_A,188,247,31,90,0.68628,59,59,1731,0.859582543,0,0.140417457,1,10,620,20,1,20,1260,10
1q1h_A,4pe3_A,47,63,320,335,0.60343,16,15,1731,0.884615385,0,0.115384615,1,10,10,10,3,40,190,170
1f6k_C,2qv0_A,172,207,121,158,0.58279,35,37,1731,0.575949367,0.208860759,0.215189873,3,20,20,70,3,40,50,2300
3ovp_B,5t3y_A,53,93,64,104,0.55578,40,40,1728,0.557251908,0.256997455,0.185750636,3,20,20,70,3,40,50,2300
3ovp_B,5dcl_A,53,93,66,103,0.55407,40,37,1728,0.553846154,0.261538462,0.184615385,3,20,20,70,3,40,50,2300
3ovp_B,1k66_A,53,93,80,120,0.63578,40,40,1728,0.562340967,0.256997455,0.180661578,3,20,20,70,3,40,50,2300
3ovp_B,3cnb_A,53,93,129,169,0.65607,40,40,1728,0.55216285,0.259541985,0.188295165,3,20,20,70,3,40,50,2300
3ovp_B,3n53_A,53,93,62,102,0.59891,40,40,1728,0.529562982,0.259640103,0.210796915,3,20,20,70,3,40,50,2300
1w5q_B,2qxy_A,246,285,41,83,0.57895,39,42,1727,0.611650485,0.27184466,0.116504854,3,20,20,70,3,40,50,2300
3eb2_A,2qr3_A,172,208,68,107,0.70492,36,39,1727,0.588815789,0.246710526,0.164473684,3,20,20,70,3,40,50,2300
4utu_A,2xbl_B,91,130,116,152,0.58292,39,36,1727,0.455040872,0.237057221,0.307901907,3,20,20,70,3,40,50,10490
3fkr_A,2qr3_A,191,229,68,107,0.59852,38,39,1726,0.657320872,0.165109034,0.177570093,3,20,20,70,3,40,50,2300
4xrf_A,2job_A,63,88,73,98,0.56694,25,25,1724,0.570850202,0.222672065,0.206477733,1,10,10,10,3,30,160,320
3zdm_B,5elb_A,15,46,48,78,0.58869,31,30,1723,0.827956989,0.010752688,0.161290323,1,20,5,420,2,40,50,110
4gof_A,5elb_A,14,45,48,78,0.56203,31,30,1723,0.892086331,0.010791367,0.097122302,1,20,5,420,2,40,50,110
1wa3_D,3cz5_C,54,89,69,107,0.62226,35,38,1721,0.574750831,0.212624585,0.212624585,3,20,20,70,3,40,50,2300
2co8_A,4b6d_B,16,47,298,332,0.58332,31,34,1721,0.014842301,0.020408163,0.964749536,2,10,110,10,3,30,60,20
4n6f_A,4ix1_A,147,170,65,88,0.57148,23,23,1720,0.494623656,0.204301075,0.301075269,3,20,20,70,3,40,50,12500
3r2g_A,2jba_A,111,167,45,103,0.56586,56,58,1720,0.475687104,0.279069767,0.245243129,3,20,20,70,3,40,50,2300
1w0m_A,2jba_A,84,142,45,104,0.58043,58,59,1719,0.476495726,0.235042735,0.288461538,3,20,20,70,3,40,50,2300
2r8w_A,3rfq_C,113,148,68,102,0.58464,35,34,1718,0.55483871,0.125806452,0.319354839,3,20,20,70,3,40,980,10
1yx1_A,1ccw_A,22,75,42,98,0.55242,53,56,1718,0.493877551,0.332653061,0.173469388,3,20,20,150,3,40,50,280
5b6q_A,4qpn_A,62,77,153,172,0.58231,15,19,1717,0.861111111,0.020833333,0.118055556,1,10,760,10,3,40,50,150
4mm1_C,2jk1_A,181,220,65,106,0.58366,39,41,1715,0.569282137,0.150250417,0.280467446,3,20,20,390,3,40,50,2300
2zfd_A,4j29_A,159,178,87,104,0.60539,19,17,1714,0.855555556,0,0.144444444,1,10,238,10,3,40,50,11230
3fx7_A,1aep_A,22,66,98,143,0.68124,44,45,1714,0.888641425,0,0.111358575,1,10,287,850,1,20,120,20
2ijq_A,4a5x_A,34,64,19,49,0.63383,30,30,1713,0.80952381,0,0.19047619,1,10,3450,10,1,20,58,280
4c1l_A,4q37_A,73,116,58,103,0.5794,43,45,1712,0.71007371,0.191646192,0.098280098,3,20,20,70,3,40,50,280
4n6f_A,3heb_A,127,163,81,121,0.6692,36,40,1710,0.548895899,0.271293375,0.179810726,3,20,20,70,3,40,50,2300
1om2_A,4cgv_B,22,56,135,170,0.72426,34,35,1710,0.870503597,0,0.129496403,1,20,960,10,1,25,40,10
1om2_A,4lct_A,22,59,141,181,0.61751,37,40,1701,0.887438825,0,0.112561175,1,20,960,10,1,25,40,570
4g9y_A,1reg_X,63,84,68,87,0.556,21,19,1701,0.639175258,0.221649485,0.139175258,1,10,10,10,3,30,70,650
1bh9_B,4pww_A,154,180,46,72,0.63659,26,26,1701,0.788793103,0.017241379,0.193965517,1,10,20,10,3,30,70,600
4j20_A,1owf_B,71,88,17,34,0.57876,17,17,1700,0.829931973,0,0.170068027,1,10,760,10,4,10,520,10
4qqg_G,4x3k_A,29,65,13,50,0.69882,36,37,1699,0.273255814,0.479651163,0.247093023,2,30,30,140,2,40,50,40
1nkl_A,5j7d_C,4,21,30,47,0.55261,17,17,1697,0.875,0,0.125,1,10,225,10,3,40,30,10
3rsn_A,3kqi_A,19,61,19,58,0.59651,42,39,1696,0.131016043,0.27540107,0.593582888,1,10,10,2760,3,30,40,10
